DeliveryPersonAge,DeliveryPersonRatings,TimeOrdered,TimeOrderPickedUp,WeatherCondition,RoadTrafficDensity,VehicleCondition,TypeOfOrder,VehicleType,MultipleDeliveries,City,Distance(km)
29,5.0,18.15,18.25,Fog,Medium,0,Snack,Motorcycle,1.0,Urban,19.627167871570084
29,4.7,17.2,17.35,Sunny,Medium,2,Meal,Scooter,1.0,Metropolitan,7.683765443180289
29,4.9,20.25,20.3,Sandstorms,Jam,0,Snack,Motorcycle,1.0,Metropolitan,13.973207156405252
21,4.8,23.25,23.35,Fog,Low,1,Buffet,Motorcycle,1.0,Metropolitan,12.41898167230365
34,4.9,23.3,23.4,Sunny,Low,0,Drinks,Motorcycle,0.0,Metropolitan,14.021848812228344
32,4.8,18.45,18.55,Windy,Medium,0,Meal,Motorcycle,1.0,Metropolitan,16.384366809227615
33,4.9,20.15,20.2,Sunny,Jam,1,Snack,Motorcycle,1.0,Metropolitan,12.41898167230365
39,3.8,20.2,20.25,Windy,Jam,1,Snack,Motorcycle,2.0,Metropolitan,10.881197531246407
27,4.5,23.5,23.55,Cloudy,Low,2,Drinks,Scooter,1.0,Urban,12.234645517155796
36,4.3,21.15,21.2,Windy,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,20.18348136584519
28,4.9,22.3,22.45,Fog,Low,0,Buffet,Motorcycle,1.0,Metropolitan,13.631339548300275
24,4.8,21.1,21.15,Fog,Jam,0,Drinks,Motorcycle,2.0,Urban,19.688246931881576
24,4.8,17.1,17.2,Stormy,Medium,0,Buffet,Motorcycle,0.0,Metropolitan,20.178893713604634
27,4.7,18.2,18.25,Sandstorms,Medium,2,Drinks,ElectricScooter,1.0,Metropolitan,9.315745106316243
32,4.7,21.55,22.05,Sandstorms,Jam,2,Buffet,Scooter,1.0,Metropolitan,8.938685874463816
38,4.8,16.6,17.05,Sunny,Medium,2,Meal,ElectricScooter,1.0,Metropolitan,6.217824017922212
37,4.1,17.1,17.25,Windy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,7.66074883742589
30,4.7,20.4,20.5,Stormy,Jam,0,Buffet,Motorcycle,2.0,Metropolitan,10.594638144489263
29,4.7,23.1,23.2,Sunny,Low,1,Drinks,Motorcycle,1.0,Metropolitan,9.121049806498666
32,4.9,22.6,23.1,Windy,Low,0,Snack,Motorcycle,0.0,Urban,19.916122613819716
28,4.8,17.55,17.6,Cloudy,Medium,0,Drinks,Motorcycle,1.0,Urban,9.121049806498666
36,4.3,21.6,22.1,Sandstorms,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,19.61916749330441
37,4.2,19.5,19.55,Cloudy,Jam,1,Meal,Motorcycle,2.0,Metropolitan,10.279157046351159
27,4.5,23.45,23.6,Windy,Low,0,Meal,Motorcycle,0.0,Metropolitan,11.98391053513802
38,4.8,21.4,21.55,Fog,Jam,2,Drinks,Scooter,2.0,Metropolitan,10.587929946825925
22,4.8,18.25,18.35,Sunny,Medium,1,Drinks,Motorcycle,1.0,Metropolitan,16.38598063528554
27,4.8,19.55,19.6,Windy,Jam,1,Snack,Motorcycle,1.0,Metropolitan,12.420750050313671
38,4.7,11.4,11.55,Cloudy,High,0,Buffet,Motorcycle,1.0,Metropolitan,1.5101672504865262
31,4.6,10.2,10.25,Fog,Low,2,Snack,ElectricScooter,1.0,Metropolitan,3.05960707159485
22,4.5,21.1,21.2,Windy,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,19.88298786811286
32,4.5,9.1,9.15,Sandstorms,Low,0,Buffet,Motorcycle,1.0,Urban,3.105095437473336
34,4.7,23.15,23.3,Fog,Low,0,Drinks,Motorcycle,1.0,Metropolitan,10.725127399399225
25,4.3,17.45,17.55,Windy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,19.658828717454107
27,4.6,22.55,23.1,Cloudy,Low,0,Buffet,Motorcycle,1.0,Metropolitan,13.989532967705534
38,4.5,8.5,9.05,Stormy,Low,2,Snack,Scooter,1.0,Metropolitan,1.5525607701091517
38,4.5,22.35,22.4,Windy,Low,2,Drinks,Scooter,0.0,Metropolitan,4.46931202175492
29,4.9,17.45,17.6,Fog,Medium,2,Buffet,Motorcycle,1.0,Metropolitan,4.65694538594946
23,4.9,20.6,21.1,Sandstorms,Jam,2,Drinks,Scooter,0.0,Metropolitan,4.595393825646015
34,5.0,19.25,19.35,Fog,Jam,1,Snack,Scooter,0.0,Metropolitan,10.906432552887628
33,4.9,21.3,21.4,Fog,Jam,0,Snack,Motorcycle,0.0,Metropolitan,16.82066030021692
29,4.6,20.35,20.4,Fog,Jam,1,Drinks,Scooter,1.0,Metropolitan,4.464734973807576
31,4.5,9.35,9.5,Cloudy,Low,0,Buffet,Motorcycle,0.0,Urban,1.489789766813
25,4.7,17.6,18.15,Windy,Medium,1,Buffet,Motorcycle,1.0,Metropolitan,13.82913165629175
27,4.6,19.4,19.45,Fog,Jam,2,Snack,Scooter,0.0,Metropolitan,7.772282029629311
36,4.8,22.3,22.35,Windy,Low,1,Buffet,Motorcycle,1.0,Metropolitan,7.449051156906713
24,4.6,20.1,20.25,Sunny,Jam,1,Meal,Motorcycle,1.0,Metropolitan,17.07644834661623
37,4.9,9.1,9.25,Sunny,Low,2,Drinks,Scooter,0.0,Metropolitan,3.104402431477901
35,4.8,20.35,20.4,Cloudy,Jam,0,Snack,Motorcycle,3.0,Metropolitan,10.564987742503256
30,5.0,9.4,9.45,Sunny,Low,2,Drinks,Scooter,1.0,Metropolitan,1.5125976112065025
29,4.8,20.6,21.1,Stormy,Jam,2,Drinks,Scooter,1.0,Metropolitan,19.76106632827125
38,4.8,22.55,22.6,Stormy,Low,1,Buffet,Scooter,1.0,Metropolitan,4.544215521132342
35,4.8,8.45,8.5,Cloudy,Low,0,Buffet,Motorcycle,1.0,Metropolitan,3.0188687420087144
39,4.5,14.15,14.2,Stormy,High,1,Drinks,Motorcycle,1.0,Metropolitan,6.037116126732456
28,4.8,10.6,11.15,Cloudy,Low,1,Snack,Scooter,1.0,Metropolitan,1.529743511582863
27,4.8,20.5,20.55,Sunny,Jam,0,Meal,Motorcycle,1.0,Metropolitan,13.972036025783174
25,4.7,18.55,19.05,Sandstorms,Medium,0,Drinks,Motorcycle,0.0,Urban,9.348109676504626
27,4.5,14.4,14.45,Stormy,High,1,Meal,Motorcycle,1.0,Urban,6.058919182290143
33,4.9,22.45,22.5,Fog,Low,1,Snack,Motorcycle,1.0,Metropolitan,7.790122649763986
39,4.8,21.15,21.3,Cloudy,Jam,0,Meal,Motorcycle,0.0,Urban,7.648080628607945
27,4.5,21.4,21.45,Windy,Jam,2,Buffet,Scooter,1.0,Metropolitan,13.406473968860336
29,4.6,11.55,12.05,Windy,High,0,Drinks,Motorcycle,1.0,Metropolitan,3.104402431477901
28,4.6,19.3,19.35,Cloudy,Jam,1,Buffet,Scooter,1.0,Metropolitan,17.098593053938863
28,4.8,22.25,22.4,Sandstorms,Low,2,Meal,Motorcycle,1.0,Semi-Urban,7.7626338661018774
28,4.8,9.35,9.5,Windy,Low,1,Snack,Scooter,1.0,Metropolitan,1.5581244322254744
31,4.0,16.35,16.5,Stormy,Medium,1,Drinks,Motorcycle,1.0,Metropolitan,6.049757918895211
27,4.6,12.1,12.15,Cloudy,High,1,Snack,Scooter,1.0,Metropolitan,6.120941769502897
29,4.6,20.35,20.5,Windy,Jam,1,Snack,Motorcycle,1.0,Metropolitan,9.192770952683546
27,4.6,10.55,10.6,Windy,Low,2,Drinks,Scooter,0.0,Metropolitan,1.5202938690324594
20,4.6,22.15,22.25,Fog,Low,2,Drinks,ElectricScooter,1.0,Metropolitan,14.021848812228344
36,4.2,21.45,21.5,Cloudy,Jam,2,Buffet,Scooter,0.0,Metropolitan,9.326940869812143
35,4.6,22.4,22.55,Sunny,Low,2,Buffet,Motorcycle,1.0,Metropolitan,13.631339548300275
21,4.0,17.5,17.55,Sandstorms,Medium,0,Drinks,Motorcycle,0.0,Metropolitan,10.711185800959658
27,5.0,15.45,15.6,Stormy,Medium,0,Drinks,Motorcycle,1.0,Urban,6.2427530270295275
27,4.6,20.55,21.05,Stormy,Jam,1,Snack,Motorcycle,1.0,Semi-Urban,19.88298786811286
33,4.4,11.45,11.5,Fog,High,0,Meal,Motorcycle,1.0,Urban,1.5148058859292481
37,4.6,19.2,19.35,Sunny,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,7.461394236453525
22,4.7,19.4,19.5,Stormy,Jam,2,Snack,Scooter,1.0,Urban,12.463861442061555
22,4.6,19.6,20.15,Windy,Jam,1,Snack,Scooter,1.0,Urban,11.919595217848318
37,4.8,22.15,22.2,Sunny,Low,1,Meal,Motorcycle,1.0,Metropolitan,4.528282400326011
28,4.6,20.35,20.4,Windy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,7.546680469081603
34,4.7,11.15,11.3,Stormy,High,1,Snack,Motorcycle,1.0,Metropolitan,3.064335674796853
22,4.9,23.4,23.45,Fog,Low,0,Drinks,Motorcycle,1.0,Metropolitan,10.704161271430332
24,4.9,23.55,24.05,Cloudy,Low,0,Drinks,Motorcycle,1.0,Metropolitan,13.788169484007305
24,4.4,17.45,17.6,Sandstorms,Medium,0,Snack,Motorcycle,0.0,Metropolitan,10.881463659821872
23,4.9,11.6,12.05,Windy,High,1,Meal,Scooter,1.0,Metropolitan,1.5522470243420694
29,4.7,20.25,20.4,Stormy,Jam,1,Snack,Motorcycle,0.0,Metropolitan,10.602450942886513
21,4.5,23.55,24.05,Stormy,Low,2,Buffet,Scooter,0.0,Urban,13.989450296958767
38,4.7,22.5,23.05,Stormy,Low,2,Drinks,Scooter,1.0,Urban,10.906036622245482
26,4.8,9.45,9.5,Cloudy,Low,2,Buffet,Scooter,1.0,Urban,3.1090243972299714
27,4.8,23.5,23.6,Fog,Low,1,Snack,Scooter,1.0,Metropolitan,4.658001279265391
27,5.0,21.6,22.1,Stormy,Jam,1,Snack,Scooter,1.0,Metropolitan,17.166408504644007
22,4.6,8.45,8.6,Fog,Low,1,Drinks,Scooter,1.0,Urban,1.5095756042667012
24,4.8,9.35,9.5,Windy,Low,1,Snack,Scooter,0.0,Metropolitan,1.4906380442411205
26,4.9,22.35,22.5,Sandstorms,Low,2,Buffet,ElectricScooter,0.0,Semi-Urban,20.206420943723728
21,5.0,23.1,23.2,Cloudy,Low,1,Buffet,Motorcycle,0.0,Metropolitan,11.923472540743209
36,4.8,8.15,8.25,Stormy,Low,1,Meal,Motorcycle,1.0,Metropolitan,1.4651587132830592
39,4.6,18.35,18.5,Sunny,Medium,1,Drinks,Motorcycle,1.0,Metropolitan,10.867476143445908
24,4.9,22.5,22.6,Stormy,Low,0,Meal,Motorcycle,1.0,Metropolitan,13.77076958377127
22,4.1,9.1,9.15,Sandstorms,Low,0,Drinks,Motorcycle,1.0,Metropolitan,1.5369113551350593
37,4.8,22.3,22.45,Cloudy,Low,0,Meal,Motorcycle,1.0,Metropolitan,4.528162065607132
26,4.8,9.6,10.05,Cloudy,Low,0,Drinks,Motorcycle,0.0,Metropolitan,1.4651587132830592
32,4.7,23.6,24.15,Sandstorms,Low,1,Buffet,Motorcycle,1.0,Metropolitan,19.878389859457627
32,4.9,23.35,23.5,Sandstorms,Low,2,Meal,Scooter,1.0,Urban,10.724956120302584
22,4.8,11.2,11.3,Stormy,High,2,Meal,Scooter,0.0,Urban,1.5292976945190186
35,4.5,18.45,18.6,Sandstorms,Medium,0,Drinks,Motorcycle,0.0,Metropolitan,9.121375406203297
37,4.8,22.45,22.55,Sandstorms,Low,2,Drinks,Motorcycle,1.0,Metropolitan,4.657672650623545
21,4.9,18.5,18.55,Sunny,Medium,2,Snack,Motorcycle,0.0,Metropolitan,12.098699936279859
31,5.0,10.4,10.45,Stormy,Low,2,Snack,Motorcycle,1.0,Metropolitan,3.0408931296411703
31,4.2,20.2,20.25,Cloudy,Jam,1,Drinks,Motorcycle,1.0,Metropolitan,10.866277692518308
36,4.9,18.1,18.2,Sunny,Medium,1,Meal,Scooter,0.0,Urban,9.15771032959411
20,5.0,17.15,17.25,Sunny,Medium,1,Buffet,Motorcycle,0.0,Metropolitan,17.09752652782741
29,5.0,10.35,10.5,Cloudy,Low,0,Snack,Motorcycle,1.0,Metropolitan,3459.629354463765
26,4.6,11.1,11.25,Sandstorms,High,1,Buffet,Scooter,1.0,Metropolitan,1.5322753274864631
35,4.7,23.3,23.35,Fog,Low,0,Snack,Motorcycle,1.0,Metropolitan,16.3685066644865
29,4.6,18.45,18.55,Fog,Medium,0,Meal,Motorcycle,0.0,Metropolitan,10.707675026486205
29,4.7,20.1,20.25,Cloudy,Jam,0,Drinks,Motorcycle,0.0,Metropolitan,10.588906536688087
27,4.0,22.35,22.45,Windy,Low,0,Snack,Motorcycle,1.0,Metropolitan,4.588360239493078
28,3.8,19.5,19.6,Sunny,Jam,0,Snack,Motorcycle,1.0,Metropolitan,9.178296996538572
30,4.8,22.2,22.35,Stormy,Low,2,Snack,Scooter,1.0,Urban,14.0219570899938
26,4.9,9.1,9.2,Cloudy,Low,2,Drinks,Scooter,0.0,Metropolitan,1.488303917226356
30,4.8,12.55,13.05,Fog,High,0,Meal,Motorcycle,1.0,Urban,6.209476177667662
25,3.4,23.4,23.45,Sunny,Low,1,Buffet,Motorcycle,0.0,Metropolitan,13.83000931143171
23,4.7,17.35,17.4,Stormy,Medium,0,Buffet,Motorcycle,1.0,Urban,12.435302723482724
32,4.8,21.35,21.45,Windy,Jam,2,Drinks,Motorcycle,1.0,Metropolitan,7.562478890452318
27,5.0,12.55,13.05,Fog,High,1,Drinks,Motorcycle,1.0,Metropolitan,6.080949025950904
26,4.8,11.35,11.4,Windy,High,1,Meal,Motorcycle,0.0,Metropolitan,3.1046911695399038
27,5.0,8.4,8.5,Sunny,Low,1,Snack,Scooter,0.0,Urban,3.073626731695901
30,4.8,23.3,23.35,Fog,Low,0,Buffet,Motorcycle,1.0,Metropolitan,4.656983638230307
36,4.1,18.5,18.6,Stormy,Medium,2,Meal,Scooter,2.0,Metropolitan,20.20634489518928
21,4.7,10.35,10.4,Fog,Low,1,Meal,Scooter,0.0,Urban,2.9847309073623927
30,4.2,10.15,10.2,Sandstorms,Low,0,Drinks,Motorcycle,0.0,Urban,3.0644638558352577
25,4.7,10.3,10.35,Stormy,Low,2,Snack,Scooter,0.0,Metropolitan,1.4922842147892665
20,4.9,23.3,23.35,Sandstorms,Low,1,Buffet,Motorcycle,0.0,Metropolitan,19.36427479298585
25,4.2,20.1,20.25,Fog,Jam,2,Meal,Motorcycle,1.0,Metropolitan,10.88093543843387
29,4.8,18.4,18.55,Sandstorms,Medium,1,Buffet,Motorcycle,1.0,Urban,12.420728618905603
25,4.8,20.2,20.35,Windy,Jam,1,Drinks,Motorcycle,0.0,Urban,13.830084721845328
22,4.7,18.35,18.45,Sandstorms,Medium,1,Meal,Scooter,1.0,Metropolitan,7.325299567377126
33,4.3,8.2,8.3,Windy,Low,0,Buffet,Motorcycle,0.0,Metropolitan,3.0295222215900934
37,4.0,23.15,23.3,Stormy,Low,0,Meal,Motorcycle,1.0,Metropolitan,9.178296996538572
23,4.8,22.35,22.4,Windy,Low,2,Drinks,ElectricScooter,1.0,Urban,13.76685500858734
27,4.6,23.6,24.05,Windy,Low,0,Buffet,Motorcycle,0.0,Metropolitan,20.206420943723728
36,4.2,9.15,9.3,Windy,Low,0,Drinks,Motorcycle,0.0,Metropolitan,1.5526813140972442
27,5.0,14.55,15.1,Cloudy,High,0,Meal,Motorcycle,1.0,Metropolitan,6.049919555217586
38,4.3,19.5,20.05,Stormy,Jam,0,Drinks,Motorcycle,1.0,Urban,10.868212517103021
39,4.1,17.3,17.4,Windy,Medium,2,Buffet,Scooter,1.0,Metropolitan,9.313300003113902
25,4.6,21.35,21.45,Cloudy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,9.192770952683546
31,4.7,16.25,16.35,Cloudy,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,6.0500335924587025
38,4.8,18.2,18.3,Cloudy,Medium,2,Buffet,ElectricScooter,1.0,Semi-Urban,7.762092914972186
20,4.8,18.15,18.3,Stormy,Medium,2,Snack,Scooter,1.0,Metropolitan,12.236790662986138
35,4.6,17.15,17.2,Fog,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,4.6576549370601725
31,4.9,23.4,23.55,Sunny,Low,0,Drinks,Motorcycle,0.0,Metropolitan,19.884989093916975
31,4.7,16.45,16.5,Sunny,Medium,1,Meal,Scooter,1.0,Metropolitan,6.081389116676368
25,4.8,11.45,11.5,Sandstorms,High,0,Snack,Motorcycle,1.0,Metropolitan,3.104782360921429
22,4.6,21.35,21.45,Windy,Jam,1,Drinks,Scooter,0.0,Metropolitan,19.659851482292062
32,4.7,18.5,19.05,Sandstorms,Medium,2,Meal,Scooter,1.0,Metropolitan,10.44477615516592
32,4.6,22.3,22.45,Stormy,Low,1,Snack,Motorcycle,0.0,Metropolitan,9.12108977493757
35,4.7,9.3,9.45,Fog,Low,0,Meal,Motorcycle,1.0,Metropolitan,3.104556052438096
24,4.7,17.5,18.05,Fog,Medium,2,Snack,ElectricScooter,1.0,Metropolitan,19.883360631545855
34,4.0,17.45,17.6,Cloudy,Medium,2,Drinks,Scooter,1.0,Metropolitan,19.66102221350665
33,4.8,19.1,19.25,Fog,Jam,1,Drinks,Motorcycle,1.0,Metropolitan,4.5406285313715085
21,4.9,22.35,22.45,Stormy,Low,2,Meal,ElectricScooter,0.0,Metropolitan,4.588360239493078
36,4.8,8.2,8.25,Sandstorms,Low,2,Meal,Scooter,0.0,Metropolitan,1.488347124650747
26,5.0,17.4,17.5,Sandstorms,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,4.476514374571238
31,5.0,19.45,19.55,Stormy,Jam,0,Buffet,Motorcycle,0.0,Metropolitan,10.25532745170433
22,4.8,23.6,24.05,Fog,Low,1,Buffet,Scooter,0.0,Metropolitan,10.586541004121504
32,4.3,9.55,10.1,Windy,Low,0,Meal,Motorcycle,1.0,Metropolitan,3.0250863295462396
32,4.0,11.55,11.6,Cloudy,High,1,Snack,Motorcycle,1.0,Metropolitan,2.979410112022739
31,5.0,18.15,18.2,Sandstorms,Medium,0,Snack,Motorcycle,1.0,Metropolitan,12.099096916817196
29,4.9,23.15,23.3,Windy,Low,2,Meal,Scooter,1.0,Metropolitan,7.683892680377775
25,4.9,9.55,10.1,Sandstorms,Low,1,Meal,Scooter,1.0,Metropolitan,1.5302997807730145
34,4.8,23.55,23.6,Stormy,Low,2,Meal,ElectricScooter,1.0,Metropolitan,14.022268860182423
29,4.8,21.1,21.2,Sunny,Jam,0,Meal,Motorcycle,1.0,Metropolitan,13.184483852766967
31,4.9,23.5,24.05,Windy,Low,1,Snack,Scooter,1.0,Metropolitan,4.596738270616882
34,5.0,23.15,23.3,Sunny,Low,0,Snack,Motorcycle,1.0,Urban,19.617824561450774
21,4.9,21.45,21.55,Fog,Jam,1,Drinks,Scooter,0.0,Metropolitan,4.5282465767387095
27,4.9,23.6,24.1,Cloudy,Low,2,Buffet,Scooter,1.0,Metropolitan,7.683782781592617
38,5.0,22.35,22.4,Sandstorms,Low,2,Drinks,Motorcycle,0.0,Metropolitan,7.7725232004434295
33,4.5,20.45,20.5,Sunny,Jam,2,Drinks,ElectricScooter,1.0,Metropolitan,4.5282465767387095
30,4.9,23.55,24.05,Fog,Low,1,Snack,Motorcycle,0.0,Metropolitan,19.91059239709516
25,4.7,20.35,20.5,Cloudy,Jam,0,Meal,Motorcycle,1.0,Metropolitan,19.3626986679347
27,4.6,17.3,17.45,Stormy,Medium,2,Drinks,ElectricScooter,0.0,Metropolitan,10.881731319465791
20,5.0,23.5,23.55,Windy,Low,2,Meal,ElectricScooter,1.0,Metropolitan,12.294166376369663
36,4.7,8.5,8.6,Stormy,Low,1,Meal,Motorcycle,1.0,Urban,3.0406653633176113
34,4.8,20.4,20.55,Stormy,Jam,2,Snack,Scooter,1.0,Urban,9.121044921629522
25,4.9,9.25,9.4,Sunny,Low,1,Meal,Scooter,1.0,Urban,1.529162766029632
31,4.7,12.6,13.15,Sandstorms,High,0,Drinks,Motorcycle,2.0,Metropolitan,6.209021101535612
34,4.7,22.5,22.6,Sunny,Low,0,Drinks,Motorcycle,0.0,Urban,13.58963865201271
37,4.7,23.15,23.3,Windy,Low,1,Snack,Motorcycle,1.0,Metropolitan,7.761284984440735
32,4.1,20.4,20.5,Stormy,Jam,0,Drinks,Motorcycle,1.0,Urban,10.808630377209381
37,4.4,13.5,13.55,Windy,High,0,Buffet,Motorcycle,2.0,Metropolitan,6.21086415606354
27,4.8,12.6,13.15,Windy,High,2,Buffet,Scooter,1.0,Metropolitan,6.117219095561937
29,4.7,11.15,11.3,Fog,High,1,Drinks,Motorcycle,1.0,Urban,1.514793721388757
38,4.7,10.25,10.4,Sunny,Low,0,Meal,Motorcycle,1.0,Metropolitan,3.0644857806760535
20,4.8,22.3,22.35,Cloudy,Low,2,Meal,Scooter,1.0,Metropolitan,12.464422665211348
30,4.7,18.35,18.4,Sunny,Medium,1,Snack,Motorcycle,0.0,Metropolitan,16.90205180024393
30,4.7,17.25,17.35,Sunny,Medium,1,Drinks,Motorcycle,1.0,Urban,19.659373527443684
35,4.7,21.4,21.55,Sunny,Jam,2,Snack,Scooter,0.0,Metropolitan,17.137482577838597
29,4.9,21.5,21.6,Windy,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,9.079930407559079
26,4.9,19.5,20.05,Stormy,Jam,1,Drinks,Scooter,1.0,Metropolitan,20.25378851608599
38,4.9,15.15,15.25,Windy,Medium,2,Snack,Scooter,1.0,Metropolitan,6.209021101535612
21,4.9,18.6,19.15,Cloudy,Medium,1,Meal,Scooter,0.0,Metropolitan,4.541158367023063
29,4.8,21.45,21.55,Cloudy,Jam,0,Meal,Motorcycle,2.0,Metropolitan,12.41898167230365
26,4.7,18.45,18.6,Cloudy,Medium,1,Drinks,Scooter,1.0,Metropolitan,12.292722741488559
36,4.6,20.4,20.45,Windy,Jam,1,Buffet,Motorcycle,1.0,Urban,10.72465156807538
30,3.9,18.45,18.6,Stormy,Medium,1,Meal,Scooter,1.0,Metropolitan,20.177519993018656
31,4.1,19.25,19.3,Cloudy,Jam,2,Drinks,Motorcycle,1.0,Metropolitan,20.968834115272433
28,4.8,20.6,21.15,Sunny,Jam,2,Meal,Scooter,1.0,Urban,7.450185408246093
23,4.6,21.55,21.6,Windy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,10.565262855251524
25,4.7,19.35,19.4,Fog,Jam,0,Meal,Motorcycle,1.0,Urban,9.075423573606574
35,4.5,18.15,18.3,Sunny,Medium,2,Snack,Scooter,0.0,Urban,13.612594236925654
35,4.4,18.2,18.35,Stormy,Medium,1,Drinks,Motorcycle,1.0,Metropolitan,13.989147573068443
21,4.7,19.15,19.2,Sandstorms,Jam,1,Meal,Scooter,1.0,Urban,9.348552276072713
29,4.6,8.1,8.25,Cloudy,Low,0,Snack,Motorcycle,0.0,Metropolitan,3.058924545938562
29,4.7,11.4,11.5,Fog,High,0,Meal,Motorcycle,1.0,Urban,3.1047992381869647
22,4.7,21.4,21.5,Cloudy,Jam,1,Meal,Scooter,0.0,Metropolitan,9.19040310530244
32,4.7,10.1,10.2,Fog,Low,2,Drinks,Motorcycle,1.0,Semi-Urban,1.5525809531926802
22,4.7,17.5,17.6,Windy,Medium,2,Snack,Motorcycle,1.0,Metropolitan,19.88431857497891
20,4.7,22.45,22.55,Cloudy,Low,1,Snack,Motorcycle,0.0,Urban,9.271888389475569
27,4.4,20.2,20.3,Cloudy,Jam,2,Snack,Scooter,1.0,Metropolitan,13.788947117364545
32,5.0,22.45,22.5,Stormy,Low,1,Meal,Motorcycle,1.0,Metropolitan,13.681056958913903
32,4.4,15.6,16.05,Sandstorms,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,6.12841937845769
37,3.7,20.15,20.3,Sunny,Jam,2,Meal,Scooter,0.0,Metropolitan,17.138022132927368
25,4.6,23.1,23.15,Stormy,Low,2,Buffet,Motorcycle,1.0,Urban,10.64228895373868
37,4.6,23.5,23.6,Stormy,Low,0,Meal,Motorcycle,1.0,Metropolitan,10.56497410160339
34,3.8,19.35,19.4,Windy,Jam,2,Meal,Scooter,0.0,Metropolitan,19.628127535448083
20,4.8,23.5,23.6,Fog,Low,2,Snack,Motorcycle,1.0,Urban,14.021812013196106
34,4.6,8.6,9.05,Windy,Low,1,Buffet,Scooter,1.0,Metropolitan,2.930180183062264
38,4.6,17.3,17.35,Sandstorms,Medium,1,Snack,Scooter,0.0,Urban,19.617824561450774
30,4.9,19.25,19.4,Cloudy,Jam,0,Drinks,Motorcycle,0.0,Metropolitan,10.708220667367794
39,4.5,21.2,21.35,Windy,Jam,1,Drinks,Motorcycle,1.0,Urban,17.138105845700238
31,4.8,19.3,19.35,Windy,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,7.631487330979372
28,4.9,10.4,10.45,Sandstorms,Low,2,Buffet,Motorcycle,1.0,Urban,3.109059104393369
21,4.4,9.6,10.15,Sandstorms,Low,0,Snack,Motorcycle,1.0,Metropolitan,1.5523608800116515
21,4.8,21.2,21.25,Stormy,Jam,2,Snack,Scooter,1.0,Metropolitan,8.928939271550702
22,4.8,21.1,21.15,Fog,Jam,1,Drinks,Scooter,0.0,Metropolitan,10.427225702895106
38,4.5,20.15,20.3,Sandstorms,Jam,1,Drinks,Scooter,1.0,Metropolitan,9.192571532077613
28,4.8,9.6,10.1,Sandstorms,Low,2,Buffet,Motorcycle,0.0,Metropolitan,1.5368199501604665
36,4.5,19.6,20.15,Fog,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,5665.355592510088
21,4.9,19.1,19.15,Fog,Jam,0,Meal,Motorcycle,1.0,Metropolitan,13.96960642768458
32,4.0,20.3,20.4,Fog,Jam,2,Meal,ElectricScooter,1.0,Metropolitan,10.280009835772024
23,4.7,10.35,10.4,Sunny,Low,0,Drinks,Motorcycle,1.0,Metropolitan,3.0251186390184004
36,4.9,20.2,20.3,Sunny,Jam,0,Snack,Motorcycle,1.0,Metropolitan,13.788747286078188
28,4.9,20.6,21.05,Fog,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,20.253088868519526
29,4.5,9.2,9.25,Cloudy,Low,0,Meal,Motorcycle,1.0,Metropolitan,3.1053699758611546
37,4.9,8.4,8.5,Stormy,Low,2,Drinks,Scooter,1.0,Urban,1.5545437335214782
28,4.0,20.35,20.5,Fog,Jam,2,Drinks,ElectricScooter,1.0,Metropolitan,10.587588203123412
37,4.4,22.2,22.3,Fog,Low,1,Drinks,Motorcycle,0.0,Metropolitan,12.210199165539148
25,4.2,19.25,19.4,Sunny,Jam,0,Meal,Motorcycle,0.0,Metropolitan,4.610120317988261
39,4.9,19.25,19.3,Cloudy,Jam,2,Drinks,Motorcycle,1.0,Metropolitan,13.584306064167167
33,4.1,20.5,21.05,Sandstorms,Jam,1,Meal,Motorcycle,1.0,Urban,10.642283429605715
21,4.7,22.55,22.6,Sandstorms,Low,0,Drinks,Motorcycle,1.0,Metropolitan,16.824772113250837
25,4.5,11.25,11.4,Fog,High,0,Buffet,Motorcycle,1.0,Metropolitan,3.0585736588579726
32,4.5,13.5,13.6,Sunny,High,1,Meal,Motorcycle,0.0,Urban,6.210145663324764
20,4.8,23.1,23.25,Stormy,Low,2,Snack,Scooter,0.0,Urban,7.772253320446165
26,5.0,17.45,17.5,Stormy,Medium,1,Buffet,Motorcycle,1.0,Metropolitan,19.916432533839362
24,4.8,19.55,20.05,Windy,Jam,1,Meal,Motorcycle,1.0,Metropolitan,19.915585713443292
21,4.5,15.25,15.35,Sunny,Medium,0,Meal,Motorcycle,1.0,Metropolitan,6.081440911759753
